prot	counter
Q7RTX1	39
Q7RTX1-2	21
Q7RTX1-3	25
Q7RTX1-4	14
Q7RTX0	30
P49815	101
P49815-2	97
P49815-3	97
P49815-4	100
P49815-5	96
P49815-6	93
P49815-7	93
P49815-8	11
Q86V40	19
Q86V40-2	19
Q9Y5L4	6
Q9Y584	7
Q99727	10
Q9GZM7	22
Q9GZM7-2	15
Q9GZM7-3	20
Q9BSI4	29
Q9BSI4-2	24
Q9BSI4-3	10
Q9BVW5	13
Q8TB96	20
Q04724	36
Q04727	37
Q04727-2	31
Q04727-3	38
Q04727-4	36
Q86UE8	42
Q86UE8-2	40
Q86UE8-3	38
Q9BXR5	45
O43763	8
B3SHH9	5
Q12893	11
Q8N3G9	22
Q8N3G9-2	21
Q8N3G9-3	17
Q9H2Q1	4
Q9H6X4	6
Q9H6X4-2	6
Q9H6X4-3	7
Q8IV31	7
Q9BVK8	12
Q9BVK8-2	9
Q96B96	5
Q96B96-2	8
Q9HC07	16
Q9HC07-2	13
Q96B77	12
Q6UWW9	0
A6NLX4	4
Q9P0N5	5
Q9P0N5-2	4
Q9P0N5-3	4
Q96A57	6
Q96A57-2	10
Q5W0B7	13
Q8WW34	5
Q8WW34-2	3
Q9BZW5	12
Q9BZW5-2	9
Q8N2M4	10
Q8NBN3	29
Q8NBN3-2	12
Q8NBN3-3	26
O15321	23
O15321-2	23
Q9HD45	21
O75069	39
O75069-2	38
O75069-3	27
O75069-4	13
O75069-5	28
Q9UHN6	88
Q9UHN6-2	85
O14668	11
O14668-2	8
Q8NEW7	5
Q96BF3	8
Q96BF3-2	8
Q96B42	4
Q96B42-2	4
Q9BTV4	22
Q9BQJ4	5
P48023	10
P48023-2	3
Q15025	33
Q15025-2	33
Q15025-3	31
Q15025-4	32
Q15025-5	31
Q15025-6	32
Q15025-7	29
Q15025-8	31
Q96KB5	19
Q96KB5-2	18
Q12974	12
Q12974-2	7
Q12974-3	9
Q12974-4	10
O75365	12
O75365-2	10
O75365-3	6
Q8WVP5	11
P40225	19
P40225-2	19
P40225-3	16
O43617	8
O43617-2	7
Q6ZUI0	19
Q5T2D2	18
Q9BU70	20
P35590	56
P35590-2	24
P35590-3	19
Q02763	50
Q02763-2	48
Q02763-3	45
Q9NQ88	16
Q9Y3D7	10
Q9BRJ7	16
Q9BRJ7-2	14
P47974	19
Q5JTD0	31
Q5JTD0-2	31
Q5JTD0-3	4
Q5JTD0-4	24
Q04726	38
Q04726-2	38
Q04726-3	38
Q04726-4	38
Q04726-5	38
Q04726-6	38
Q04726-7	37
Q9Y490	150
Q15399	45
O00206	40
O00206-2	40
O00206-3	32
Q9NR96	54
Q9NR96-2	53
Q9NR96-3	55
Q9NR96-4	56
Q9NR96-5	54
P31314	8
P31314-2	5
O96002	4
Q9NX78	33
Q9NX78-2	10
Q9NX78-3	15
Q2M3C6	18
Q2M3C6-2	18
Q9BX74	7
Q9GZU3	22
Q9GZU3-2	6
Q9GZU3-3	21
Q9GZU3-4	16
P56557	4
A6NKF7	8
Q92544	22
Q9H2L4	7
A0PK05	6
A0PK05-2	4
Q6P7N7	15
Q96N35	4
Q9HCN3	27
Q6UXU6	7
Q9NYL9	23
Q6ZXV5	53
Q6ZXV5-2	53
Q9H3N1	11
O15417	140
O15417-2	109
O15417-3	12
P50591	16
P50591-2	2
O43508	8
O43508-2	12
O14788	16
O14788-2	14
O14788-3	16
P01375	12
P01374	4
Q96HA7	66
Q96HA7-2	66
Q969P6	39
Q969P6-2	33
Q969Z4	17
O00463	34
O00463-2	34
O00463-3	29
Q9Y4K3	28
Q9NSU2	16
Q9NSU2-2	15
Q9NSU2-3	15
P34981	14
Q14134	40
Q14134-2	39
Q9NQ86	49
Q9NQ86-2	2
Q9NQ86-3	3
Q9NQ86-4	49
O94972	48
O94972-2	37
O94972-3	45
Q96DX7	14
Q96A61	11
Q9BYV2	22
Q9BYV2-2	24
Q8IWR1	20
Q495X7	31
Q9BVG3	32
Q9BVG3-2	22
Q6PJ69	25
O43715	6
Q96RU8	17
Q96RU8-2	10
Q9UPV9	57
Q9UPV9-2	40
Q9UPV9-3	37
P07204	11
B7Z8K6	12
O14717	25
O14717-2	23
O14717-3	21
O14717-4	4
O14717-5	5
O14717-6	8
Q13061	34
Q13061-2	9
Q13061-3	7
Q9Y577	27
Q9Y577-2	21
O15344	40
O15344-2	35
Q8IYM9	31
Q8IYM9-2	30
Q12899	31
P14373	25
P14373-2	18
Q9BYJ4	31
Q9BYJ4-2	19
A6NGJ6	21
Q6ZTA4	42
Q6ZTA4-2	43
I1YAP6	25
Q92519	16
Q7L0X0	40
Q9UJV3	44
Q9UJV3-2	40
O75382	36
O75382-2	34
O75382-3	32
O75382-4	32
Q8N9V2	24
Q15650	32
Q15643	137
Q96GJ1	28
Q96GJ1-2	28
Q96GJ1-3	26
O15050	175
Q6NT89	12
Q96Q11	30
Q96Q11-2	31
Q96Q11-3	4
Q9Y606	32
Q9Y606-2	29
P19429	11
Q9Y5L0	47
Q9Y5L0-1	47
Q9Y5L0-3	45
Q9Y5L0-5	42
Q9Y6Q6	25
Q9Y6Q6-2	16
Q9Y6Q6-3	16
Q9Y6Q6-4	13
Q9Y6Q6-5	23
Q9Y6Q6-6	24
Q9NS68	17
Q9NS68-2	17
Q9NS68-3	9
Q93038	13
Q93038-2	13
Q93038-3	7
Q93038-4	11
Q93038-5	8
Q93038-6	7
Q93038-7	7
Q93038-8	9
Q93038-9	12
Q93038-10	12
Q93038-11	12
Q93038-12	9
Q9H0E2	16
Q9H0E2-2	10
P11388	90
P11388-2	92
P11388-3	92
P11388-4	93
Q02880	99
Q02880-2	99
O43399	14
O43399-2	12
O43399-3	14
O43399-4	14
O43399-5	16
O43399-6	11
O43399-7	16
Q6ZTW0	21
Q6ZTW0-2	20
Q8IUR0	14
Q4KMQ1	38
Q4KMQ1-2	23
Q4KMQ1-3	26
Q4KMQ1-4	23
O15533	11
O15533-2	12
O15533-3	13
O15533-4	8
Q9UBN6	21
A6NMA1	2
Q9BVS5	27
Q13077	23
Q13077-2	18
Q12933	32
Q12933-2	33
Q12933-3	32
Q12933-4	30
Q9NRE2	53
Q9NRE2-2	53
Q8WUA8	11
O95858	10
Q96SJ8	7
Q12999	8
Q86UF1	8
P41732	7
O15405	15
O15405-2	15
Q8TEL6	48
Q8TEL6-2	29
Q8TEL6-3	49
Q12888	99
Q12888-2	99
Q12888-3	99
Q7Z392	55
Q7Z392-2	14
Q7Z392-3	53
Q7Z392-4	53
O75865	9
O75865-2	10
O75865-3	1
O75865-4	2
P07951	23
P07951-2	23
P07951-3	21
O14773	23
O14773-2	10
Q96Q05	58
Q96Q05-2	63
Q96Q05-3	58
P56180	28
P56180-2	27
P56180-3	25
P56180-4	22
A6NCK2	26
Q13595	15
Q13595-2	7
Q13595-3	9
Q13595-4	9
P62995	12
P62995-2	3
P62995-3	9
Q15633	17
Q15633-2	17
Q9NZC2	6
Q9NZC2-2	5
Q9NZC2-3	4
Q9BQ50	16
Q9BQ50-2	13
O60858	26
O60858-2	11
O60858-3	26
O95361	31
O95361-2	22
Q9UPQ4	32
Q9UPQ4-2	30
Q8WV44	34
Q8WV44-2	26
Q8WV44-3	14
Q8WV44-4	19
Q7Z4K8	47
Q7Z4K8-2	38
Q7Z4K8-3	36
Q7Z4K8-4	34
Q7Z4K8-5	45
Q86XT4	30
Q86XT4-2	30
Q9BRZ2	46
Q9BRZ2-2	19
Q9BRZ2-3	16
Q969Q1	26
Q969Q1-2	22
Q6AZZ1	30
Q6AZZ1-2	13
Q6ZMU5	23
Q6ZMU5-2	14
Q9C029	35
Q9C029-3	21
Q9C029-4	22
Q9C029-1	15
Q9C026	41
Q9C026-4	46
Q9C026-5	35
O75962	162
O75962-2	153
O75962-3	25
O75962-4	161
O75962-5	140
Q15654	26
Q15654-2	7
Q15654-3	6
Q32P41	39
Q9C0B7	63
P02585	11
P43489	9
P28908	26
P28908-2	5
P28908-3	20
Q6UXN7	9
Q5JTV8	34
Q5JTV8-2	19
Q5JTV8-3	34
O96008	11
O96008-2	9
Q93096	13
P0DI81	9
P0DI81-2	4
P0DI81-3	10
Q9HC21	24
Q9HC21-2	20
P55327	10
P55327-2	9
P55327-3	14
P55327-4	11
P55327-5	12
P55327-6	12
P55327-7	11
P55327-8	8
Q16890	12
Q16890-2	9
Q16890-3	7
Q16890-4	8
Q16890-5	13
C9J1S8	20
A6NLI5	22
O60296	44
O60296-2	18
Q15629	12
Q15629-2	13
Q15035	17
P02787	43
P08582	44
P08582-2	18
P0CF51	12
P03979	8
Q9UDY6	30
Q9UDY6-2	25
Q96F44	27
Q96F44-2	24
Q96F44-3	26
Q9C019	26
Q9C019-2	5
Q13049	40
O00635	21
O15016	53
O15016-2	53
A6NK02	33
Q9C035	33
Q9C035-2	28
Q9C035-3	26
Q9C035-4	24
Q9C035-5	20
Q9C035-6	18
Q9C030	29
Q9C030-2	32
Q9C030-3	16
Q629K1	6
Q7Z4G4	22
Q7Z4G4-2	22
Q7Z4G4-3	14
Q8IZ69	35
Q8IZ69-2	33
Q9UBP6	12
Q9UBP6-2	7
Q9BZW7	55
Q9BZW7-2	22
P98066	17
Q6ZSZ6	51
Q6ZSZ6-2	51
Q9UJK0	14
Q9BXA7	22
Q9H2G4	24
Q86WT1	36
Q5VTQ0	34
Q5VTQ0-2	32
Q5VTQ0-3	34
Q5VTQ0-4	34
Q5VTQ0-5	28
Q5VTQ0-6	32
Q5VTQ0-7	13
Q9H892	49
Q9H892-2	50
A8MYJ7	32
A6NLP5	10
A6NLP5-2	9
Q5R3I4	27
Q92623	14
Q8N5M4	8
Q8N5M4-2	11
Q14679	57
Q6EMB2	66
Q6EMB2-2	42
Q6EMB2-3	15
Q8N841	50
Q8N841-2	35
Q9BTX7	19
Q9H313	12
Q9H313-2	12
Q9H313-3	14
Q9H313-4	7
Q9H313-5	10
Q9BSA4	16
Q9BSA4-2	6
Q15672	10
A0A0J9YWL9	46
Q6UWH6	3
Q9NUW8	43
Q9NUW8-2	29
Q8TAI1	7
O43914	4
O43914-2	4
O43914-3	4
Q53H54	25
Q13432	12
Q13432-2	10
Q6R6M4	29
Q9Y2X8	5
P60604	6
P60604-2	4
Q712K3	10
Q9GZZ9	19
Q9GZZ9-2	13
A0AVT1	62
A0AVT1-2	40
A0AVT1-3	21
A0AVT1-4	20
P61081	12
P62256	8
P62256-2	7
P61086	14
P61086-2	9
P61086-3	9
Q5VVX9	14
Q5VVX9-2	11
O94966	69
O94966-2	34
O94966-3	67
O94966-4	68
O94966-5	76
O94966-6	75
O94966-7	73
Q9UK80	33
Q9UK80-2	22
Q9UK80-3	33
Q14157	32
Q14157-1	32
Q14157-3	30
Q14157-4	32
Q14157-5	33
Q86T82	62
Q86T82-2	56
Q9NVE5	54
Q9NVE5-2	7
Q9NVE5-3	55
Q9NRR5	17
Q9NRR5-2	12
Q8N806	23
Q9HAC8	9
Q14CS0	20
Q16881	38
Q16881-2	31
Q16881-3	36
Q16881-4	33
Q16881-5	29
Q16881-6	33
Q16881-7	26
P07478	9
Q8NHM4	9
Q9NX07	12
Q9NX07-2	7
P59090	4
P59090-2	2
O60636	9
O60636-2	8
O60637	9
O60637-2	8
O60637-3	8
P62079	9
O43657	14
B1AH88	6
P30536	6
P0CV98	14
P0CW00	14
Q53HC9	15
Q9Y5U2	11
Q9Y5U2-2	12
Q96PN8	15
Q9H489	22
Q9UJ04	27
Q6PF05	27
Q6PF05-2	21
Q6PF05-3	29
Q8N4P2	41
Q5TCY1	68
Q5TCY1-2	35
Q96N46	43
Q96N46-2	31
Q96N46-3	27
Q6ZVT0	32
Q6ZVT0-2	30
Q6ZVT0-3	21
Q14166	35
A6PVC2	50
A6PVC2-2	50
Q5BVD1	9
Q5BVD1-2	7
Q5BVD1-3	16
P40222	32
P83876	9
O14530	16
O14530-2	14
Q9H3M7	24
Q9H3M7-2	20
P53007	17
P07101	35
P07101-2	33
P07101-3	34
P07101-4	34
P07101-5	27
P07101-6	27
P62328	4
P19971	27
P19971-2	27
P14679	27
P14679-2	21
P40126	22
P40126-2	24
Q9UJA5	32
Q9UJA5-2	24
Q9UJA5-3	22
Q9UJA5-4	20
Q9UL62	49
Q9HCX4	42
Q9HCX4-2	37
Q9HCX4-3	40
Q8NET8	36
Q8NET8-2	37
Q8NET8-3	35
Q9NQA5	34
Q9NQA5-2	19
Q9BZJ3	6
Q9BZJ3-2	4
Q92574	73
Q92574-2	69
Q9UJT2	36
Q9UJT2-2	29
P0CV99	14
Q96PF2	23
Q9BXA6	15
Q5T7W7	32
Q5T7W7-2	14
Q8NEE8	55
Q8NEE8-2	18
Q6DKK2	24
P33981	49
P33981-2	48
O95922	24
O95922-2	4
O95922-4	22
Q3SXZ7	28
Q3SXZ7-2	23
Q3SXZ7-3	15
Q5VYS8	90
Q5VYS8-2	36
Q5VYS8-3	32
Q5VYS8-4	73
Q5VYS8-5	23
Q5VYS8-6	87
Q9BXU2	15
Q6PKC3	46
Q6PKC3-2	44
Q6PKC3-3	12
O95881	13
O14604	4
Q13507	44
Q13507-2	48
Q13507-3	45
Q86TN4	17
Q86TN4-2	13
Q86TN4-3	13
Q86TN4-4	17
Q8NER1	41
Q8NER1-3	46
Q9HBA0	40
Q9HBA0-2	38
Q9HBA0-3	38
Q9HBA0-4	39
Q9HBA0-5	41
Q9HBA0-6	37
Q86VQ6	35
P07477	12
P20231	13
Q99816	18
Q99816-2	13
Q9BY10	17
Q8NG11	13
Q8NG11-2	12
Q8NG11-3	7
Q96FV3	11
Q96FV3-3	11
Q96FV3-2	5
Q96FV3-4	12
P0C672	10
Q96QS1	14
Q96QS1-2	14
Q96QS1-3	10
Q96QS1-4	4
Q96QS1-5	8
Q96NA8	32
Q96NA8-2	32
Q15631	13
Q15631-2	10
P35443	38
Q5TGU0	6
Q5TGU0-2	4
Q9Y4R7	46
Q9Y4R7-2	19
Q9Y4R7-5	29
Q9Y4R7-6	15
Q2T9J0	23
Q2T9J0-2	21
Q6NUM6	37
Q6NUM6-2	17
Q8IWF7	3
Q9BZF9	108
Q9BZF9-2	109
O15205	12
A6NDN8	4
P11441	13
Q9UMW8	17
Q9UMW8-2	16
Q9HCF6	99
Q9HCF6-2	99
Q9HCF6-3	100
Q9HCF6-4	99
Q9HCF6-5	100
Q9HCF6-6	101
Q9HCF6-7	99
Q9HCF6-8	97
Q9HCF6-10	76
Q9HCF6-11	102
Q9HCF6-12	14
Q8TD43	57
Q8TD43-2	49
Q8TD43-3	51
Q9UHF7	68
Q9UHF7-2	69
Q9UHF7-3	69
Q9Y5S1	33
Q9H1D0	33
Q9H1D0-2	25
Q8WU66	33
Q8WU66-2	31
Q63HK5	62
Q969D9	8
Q969D9-2	3
O95859	13
O95859-2	12
O60635	5
P35442	46
P49746	36
P49746-2	31
A6NKD2	13
Q9NQE7	23
H0UI37	7
Q8N831	21
Q6PGP7	91
Q6P2S7	75
Q6P2S7-2	59
Q6P2S7-3	7
Q8N6N2	12
Q8N6N2-2	9
P02766	9
A6NNM8	52
A6NNM8-2	26
Q9BWV7	32
Q6ZT98	55
Q6ZT98-2	41
Q6ZT98-3	47
Q9BZ97	0
O15391	13
A6NCW0	28
P0C7I0	26
D6RBQ6	27
D6R901	27
P26368	19
P26368-2	19
Q15695	26
A1L167	9
Q5VV11	8
Q9NPD8	10
Q96B02	6
Q96B02-2	7
Q96B02-3	7
Q05086	47
Q05086-2	45
Q05086-3	47
P17480	48
P17480-2	46
P55916	18
P55916-2	16
P55916-3	13
P47985	16
P35504	23
P35504-2	20
P19224	28
P19224-2	10
P19224-3	25
Q9HAW9	24
Q9HAW9-2	21
O75310	24
Q9NUQ7	24
Q9NYU2	81
Q9NYU2-2	80
A5PLN9	23
A5PLN9-2	24
A5PLN9-4	24
A5PLN9-5	23
A5PLN9-7	19
Q9ULQ1	32
Q9ULQ1-2	11
Q9ULQ1-3	33
Q9UL33	11
Q9UL33-2	11
Q8NHX9	30
Q9Y5R8	12
Q9Y296	16
Q9Y296-2	15
Q9Y2L5	79
Q9Y2L5-2	76
O94811	14
O60507	25
O60704	21
O00220	22
Q6UXN2	7
O94759	83
O94759-2	81
O94759-3	45
Q96QT4	105
Q7Z2W7	50
Q7Z2W7-2	4
Q7Z2W7-3	11
Q7Z2W7-4	29
Q8NFU3	6
Q8NFU3-2	5
Q8NFU3-3	5
Q8NFU3-4	7
Q86VY4	20
Q5SRH9	35
Q5SRH9-2	17
Q5SRH9-3	21
Q5SRH9-4	35
Q5SRH9-5	33
Q5SRH9-6	33
Q8NBP0	51
Q8NBP0-2	46
Q5TAA0	32
Q5TAA0-2	23
Q6P3X3	46
Q96AY4	143
Q49AM3	30
Q49AM3-2	15
Q9BZ98	6
O00294	33
O00294-2	29
Q5TAX3	104
Q5TAX3-2	52
Q96ET8	18
Q96ET8-2	9
Q96ET8-3	11
Q6IBS0	23
Q8TE23	33
Q96A04	5
P01222	6
P01222-2	6
P16473	35
P16473-2	16
P16473-3	17
O95857	7
Q9UKR8	8
Q9UKR8-2	7
Q9UKR8-3	8
Q9UKR8-4	4
O14817	8
P19075	9
P07996	64
P07996-2	58
Q9UI38	21
Q01534	14
Q01534-2	13
P0CW01	14
Q969E8	7
P53804	117
P53804-2	104
P53804-3	99
O95801	22
Q86TZ1	36
Q86TZ1-2	36
Q9ULT0	53
Q9ULT0-3	11
Q9ULT0-4	56
Q8TAM2	21
Q8TAM2-2	11
Q8TAM2-3	18
Q8TAM2-4	20
Q8TAM2-6	6
Q6NXR4	27
Q8NHH1	44
Q8NHH1-2	28
P49638	15
Q9BZA0	4
Q9NNX1	25
Q9NNX1-2	24
Q9NNX1-3	23
Q9UPX0	56
Q9UPX0-2	58
Q9NYZ1	11
P01737	6
P04435	7
Q12792	21
Q12792-3	21
Q12792-4	18
Q9GZX9	10
Q9GZX9-2	4
Q9BXU3	20
Q9Y210	46
Q9Y210-2	41
Q9Y210-3	43
Q9NNW7	28
Q9NNW7-2	26
Q9NNW7-3	22
Q9NNW7-4	14
Q15661	13
Q15661-2	12
Q9NRR2	12
Q96PP4	18
Q9H1Z9	15
A1L157	10
O75954	11
Q99598	20
Q2NL82	38
Q7Z4L5	74
Q7Z4L5-2	26
Q96AE7	60
Q96AE7-2	55
Q99614	17
Q5W5X9	32
Q5W5X9-2	28
Q5W5X9-3	28
Q8NA56	27
Q8NA56-2	28
Q15361	48
P50607	21
P50607-2	22
O75386	19
O75386-2	24
O75386-3	3
Q6QN14	21
C9J2P7	28
D6RCP7	29
D6RA61	29
H0YL09	8
P62837	5
P62837-2	4
P51965	9
P51965-2	6
P51965-3	8
P62253	10
P68036	8
P68036-2	7
P68036-3	12
Q8TB05	3
Q8TB05-2	5
P00750	34
P00750-2	18
P00750-3	30
P00750-4	23
P0DKB5	22
Q13641	20
Q8WVT3	31
Q86SZ2	14
Q86SZ2-2	11
Q96J77	7
Q96J77-2	8
Q96J77-3	7
Q68CL5	16
Q68CL5-1	16
Q68CL5-3	13
Q68CL5-4	16
Q68CL5-5	19
P59282	13
Q9BW30	15
Q5T0D9	11
Q5T0D9-2	9
Q9Y3C4	10
Q9Y3C4-2	8
Q9Y3C4-3	12
Q309B1	23
Q309B1-2	11
Q6ZNB5	6
Q9NP99	18
Q9NP99-2	12
Q9NP99-3	17
P02788	48
P02788-2	45
Q14142	28
Q14142-2	17
Q14142-3	26
Q14142-4	7
Q6P9F5	17
Q6P9F5-2	15
Q96BQ3	26
Q8IWZ4	12
Q86WT6	36
Q86WT6-2	27
Q86WT6-3	23
Q86WT6-4	21
Q9C040	36
Q9C040-2	38
Q14669	115
Q14669-2	115
Q14669-3	117
Q14669-4	95
Q9NUP7	31
Q9NUP7-2	12
Q7Z2T5	45
Q7Z2T5-2	24
Q8WWH5	25
Q6SA08	21
Q6SA08-2	22
Q6SA08-3	16
Q9H0U9	27
Q8NDW8	79
Q8NDW8-3	26
Q8NDW8-5	78
Q8NDW8-6	74
Q8NDW8-7	79
Q8N584	31
Q8N584-2	29
Q8N584-3	4
Q6IQ55	75
Q6IQ55-2	69
Q6IQ55-3	31
A2A3L6	34
Q96NG3	47
Q96NG3-2	21
Q5I0X7	7
Q6PID6	15
Q8N0Z6	24
Q86TV6	51
Q86TV6-2	50
Q9UNY4	77
Q9UNY4-2	43
O43156	56
Q8NG68	20
P26651	13
P0C7P4	16
P22309	18
P22309-2	15
P36537	24
P36537-2	21
Q9Y3C8	12
A0JNW5	91
A0JNW5-2	35
Q8TAS1	21
Q8TAS1-2	17
Q8TAS1-3	16
Q13564	27
Q13564-2	27
Q13564-3	25
Q13564-4	27
C9J7I0	3
Q8IZJ1	42
Q8IZJ1-2	41
Q8N2C7	167
Q8N2C7-2	138
Q8N2C7-3	23
Q8N2C7-4	161
Q8N2C7-5	31
Q8N2C7-6	24
Q8N2C7-7	168
Q96BW1	13
Q96BW1-2	7
Q96BW1-3	11
Q9NVA1	16
Q9NVA1-2	16
Q9NVA1-3	6
Q9NVA1-4	14
Q9NVA1-5	11
O60763	49
O60763-2	49
Q15849	26
Q15849-2	11
Q9Y3A2	15
Q9Y3A2-2	8
Q969X6	35
Q969X6-2	27
Q969X6-3	31
Q9NYH9	41
Q765I0	5
O95399	7
O95399-2	6
O14607	66
O14607-2	53
O14607-3	59
O14607-4	68
O14607-5	60
Q15836	5
Q9P0L0	14
Q9P0L0-2	15
Q7L8A9	27
Q7L8A9-2	12
Q99536	19
Q99536-2	11
Q99536-3	15
P38606	38
P38606-2	37
P15313	30
O75348	6
Q5SQQ9	17
Q5SQQ9-2	13
Q6Q795	4
Q9H320	4
Q9H322	4
P21796	18
Q9BZA5	8
P63313	4
Q8NFA0	81
Q8NFA0-2	22
Q8TEY7	52
Q8TEY7-2	50
Q8TEY7-3	47
Q96K76	75
Q96K76-2	69
Q96K76-3	8
Q96K76-4	73
Q13107	52
Q13107-2	49
Q13107-3	19
Q70EL3	12
Q70EL3-2	11
Q70EK9	33
P35125	67
P35125-2	50
P35125-3	40
Q8IWV8	93
Q8IWV8-2	27
Q8IWV8-3	32
Q8IWV8-4	92
Q5T124	27
Q5T124-2	25
Q5T124-3	19
Q5T124-4	25
Q5T124-5	8
Q5T124-6	20
Q5T124-7	18
Q5T124-8	23
Q04323	13
Q04323-2	14
O00124	16
O00124-2	13
O00124-3	13
Q96RP3	3
P25874	18
C9JPN9	29
Q8N6Y0	28
Q8N6Y0-2	0
Q15853	13
Q15853-2	12
Q15853-3	13
Q15853-4	13
Q495M9	21
O75445	208
O75445-2	72
O75445-3	208
Q5W0Q7	52
Q5W0Q7-2	31
Q9P2Y5	42
Q9P2Y5-2	16
Q8NBZ7	17
Q8NBZ7-2	17
Q8NBZ7-3	12
Q9C0H2	19
Q9C0H2-2	18
Q9C0H2-3	15
Q9C0H2-4	19
Q9P2K2	35
Q9BRA2	9
Q6A555	10
Q6A555-2	10
P04818	18
P04818-2	13
P04818-3	11
O43818	28
Q969T4	9
Q9Y385	16
Q7Z7E8	19
Q7Z7E8-2	15
Q15819	12
P63279	5
P0CG48	8
Q969M7	10
Q969M7-2	12
Q969M7-3	8
Q969M7-4	7
Q969M7-5	6
Q969M7-6	10
Q969M7-7	8
P61088	11
O14562	12
O95164	9
Q96S82	12
P09936	13
P55089	9
Q92890	17
Q92890-1	17
Q92890-3	14
Q8TCY9	55
Q8TCY9-2	54
Q8TCY9-3	50
Q8TCY9-4	52
Q86UX7	39
Q86UX7-2	39
Q93008	132
Q93008-1	130
Q9Y5J1	28
O75691	155
Q2TAM9	13
O75896	6
Q8IXB3	7
Q8WVJ9	10
Q9BY14	9
Q9BY14-2	10
O43396	15
O95551	17
O95551-2	19
O95551-3	14
P29597	69
P0CB48	27
Q9Y5Z9	12
Q9Y5Z9-2	9
Q6ZU65	61
Q6ZU65-2	49
Q14694	38
Q14694-2	41
Q14694-3	38
P54578	30
P54578-2	30
P54578-3	29
Q9BXU7	55
Q70CQ4	80
Q70CQ4-2	28
Q70CQ2	199
Q70CQ2-2	192
Q70CQ2-3	188
Q9P275	69
Q9P275-2	69
Q70EL2	47
Q70EL2-2	12
Q70EL2-3	33
P62068	17
P62068-2	12
P62068-3	17
P62068-4	18
Q86UV5	58
Q86UV5-2	55
Q86UV5-3	38
Q86UV5-4	19
Q86UV5-5	32
Q86UV5-6	9
Q86UV5-7	25
Q86UV5-8	59
Q70EK8	65
Q70EL1	92
Q70EL1-4	20
Q70EL1-6	52
Q70EL1-7	87
Q70EL1-8	41
Q70EL1-9	38
Q70EL1-10	41
O94888	27
Q5TAP6	44
Q9BRU9	15
Q9BRU9-2	9
P61421	17
O95183	7
O95292	15
O95292-2	5
Q52LC2	9
Q15904	20
Q96A05	19
P01858	0
O00295	30
Q9NRJ4	59
Q9NRJ4-2	30
Q13454	16
Q13454-2	16
O14907	7
O60294	30
P10074	35
A6NIH7	12
Q7RTZ2	27
A6NCW7	26
C9JLJ4	27
D6RJB6	27
Q01081	12
Q01081-2	10
Q01081-3	4
Q01081-4	8
Q15029	56
Q15029-2	56
Q15029-3	56
Q86TS7	0
P22314	56
P22314-2	55
Q9BSL1	24
Q8NBM4	19
Q8NBM4-2	20
Q8NBM4-3	13
Q8NBM4-4	13
Q8NBM4-5	8
Q9UHP3	69
Q9UHP3-1	70
Q9UHP3-3	73
A6NNY8	26
Q9P2H5	59
Q9P2H5-2	45
Q9Y6I4	27
Q9Y6I4-2	24
Q9H9J4	63
Q9H9J4-2	62
Q9H347	25
Q8IYU4	22
Q8IYU4-2	17
Q6ZT12	98
Q6ZT12-2	34
Q6ZT12-3	18
Q6ZT12-4	100
Q8WUN7	10
P68543	15
P68543-2	11
Q92575	16
Q9Y5K5	20
Q9Y5K5-2	20
Q9Y5K5-3	20
Q9Y5K5-4	20
Q9HA47	16
Q9HA47-2	13
Q9HA47-3	15
Q9HA47-4	17
Q9BZX2	15
Q9BZX2-2	6
P55851	18
P30530	37
P30530-2	37
Q16851	31
Q16851-2	30
O00322	9
O00322-2	14
Q9BT76	4
Q9BT76-2	4
Q9BT76-3	11
O95045	20
O95045-2	21
Q9BRT2	8
Q6UW78	4
A6NGE7	12
Q92738	52
Q92738-2	53
P22415	10
P22415-2	9
P42681	34
Q6IPR3	19
Q6IPR3-2	16
P0C7H9	30
C9JVI0	27
D6R9N7	26
D6RBM5	11
Q0WX57	28
Q8WU68	11
Q8WU68-2	12
Q8WU68-3	11
Q16222	36
Q16222-2	34
Q16222-3	35
O14933	10
O14933-2	5
P41226	45
Q9NZ09	25
Q9NZ09-2	23
Q9NZ09-3	27
Q9NZ09-4	29
P63146	4
O00762	13
O00762-2	10
O00762-3	11
O00762-4	11
Q15386	59
Q15386-2	32
Q15386-3	17
Q8N7F7	13
P51784	53
Q9Y4E8	54
Q9Y4E8-2	52
Q9Y4E8-3	52
Q9Y4E8-4	16
Q9Y2K6	47
Q9H0E7	39
P45974	43
P45974-2	44
Q93009	66
Q93009-3	66
Q8IWV7	93
Q8IWV7-2	51
P57075	38
P57075-2	34
P57075-3	31
Q8TF42	34
O95258	17
O95258-2	17
O95258-3	16
Q9HAW8	22
Q9HAW8-2	19
P06133	25
P06133-2	16
P06133-3	20
Q3SY77	24
Q3SY77-2	22
P54855	23
Q8N2C9	6
P11172	27
P11172-2	20
P11172-3	23
P11172-4	16
O75841	10
O75631	11
O75631-2	5
Q96HZ7	4
Q9NUQ3	36
Q9NUQ3-2	27
Q9NX01	9
Q8NBS9	25
Q8NBS9-2	20
Q86XW9	23
Q86XW9-2	20
Q86XW9-3	19
Q06418	45
Q16560	12
Q16560-2	12
P0DN76	12
Q15696	27
Q8TBC4	26
Q8TBC4-2	24
Q8IYN6	3
Q5T6F2	30
Q5T6F2-2	10
Q8WVY7	20
Q7Z6J8	24
O95155	70
